DATE,BAMLCC0A0CMTRIV
2011-09-07,2199.59
2011-09-08,2204.87
2011-09-09,2208.37
2011-09-12,2200.33
2011-09-13,2190.91
2011-09-14,2190.49
2011-09-15,2183.44
2011-09-16,2185.84
2011-09-19,2198.89
2011-09-20,2197.10
2011-09-21,2205.90
2011-09-22,2209.18
2011-09-23,2191.44
2011-09-26,2178.86
2011-09-27,2169.17
2011-09-28,2170.57
2011-09-29,2177.49
2011-09-30,2180.66
2011-10-03,2191.44
2011-10-04,2178.07
2011-10-05,2164.61
2011-10-06,2160.83
2011-10-07,2157.44
2011-10-10,2158.35
2011-10-11,2154.85
2011-10-12,2154.86
2011-10-13,2165.35
2011-10-14,2163.02
2011-10-17,2174.14
2011-10-18,2176.00
2011-10-19,2183.37
2011-10-20,2182.54
2011-10-21,2184.59
2011-10-24,2186.58
2011-10-25,2205.12
2011-10-26,2197.50
2011-10-27,2190.35
2011-10-28,2205.21
2011-10-31,2218.92
2011-11-01,2229.78
2011-11-02,2230.36
2011-11-03,2223.57
2011-11-04,2226.10
2011-11-07,2230.97
2011-11-08,2220.03
2011-11-09,2223.59
2011-11-10,2211.81
2011-11-11,2212.11
2011-11-14,2211.47
2011-11-15,2206.07
2011-11-16,2207.35
2011-11-17,2209.16
2011-11-18,2201.82
2011-11-21,2200.69
2011-11-22,2196.80
2011-11-23,2201.44
2011-11-24,2201.74
2011-11-25,2190.00
2011-11-28,2191.58
2011-11-29,2184.65
2011-11-30,2177.51
2011-12-01,2174.01
2011-12-02,2190.57
2011-12-05,2195.50
2011-12-06,2190.67
2011-12-07,2200.09
2011-12-08,2203.23
2011-12-09,2192.21
2011-12-12,2196.14
2011-12-13,2202.03
2011-12-14,2208.31
2011-12-15,2205.86
2011-12-16,2214.15
2011-12-19,2219.10
2011-12-20,2206.27
2011-12-21,2200.29
2011-12-22,2203.56
2011-12-23,2193.08
2011-12-26,.
2011-12-27,2197.34
2011-12-28,2213.46
2011-12-29,2214.83
2011-12-30,2219.42
2011-12-31,2219.45
2012-01-02,.
2012-01-03,2213.17
2012-01-04,2211.03
2012-01-05,2211.84
2012-01-06,2217.88
2012-01-09,2219.69
2012-01-10,2221.22
2012-01-11,2228.55
2012-01-12,2227.56
2012-01-13,2235.90
2012-01-16,2236.81
2012-01-17,2239.56
2012-01-18,2235.41
2012-01-19,2230.93
2012-01-20,2226.88
2012-01-23,2225.99
2012-01-24,2228.20
2012-01-25,2235.53
2012-01-26,2248.83
2012-01-27,2254.60
2012-01-30,2261.82
2012-01-31,2267.90
2012-02-01,2264.21
2012-02-02,2268.96
2012-02-03,2259.31
2012-02-06,2268.81
2012-02-07,2263.72
2012-02-08,2266.12
2012-02-09,2262.20
2012-02-10,2269.95
2012-02-13,2266.43
2012-02-14,2275.15
2012-02-15,2273.10
2012-02-16,2263.92
2012-02-17,2265.10
2012-02-20,2266.01
2012-02-21,2263.61
2012-02-22,2270.67
2012-02-23,2274.07
2012-02-24,2277.74
2012-02-27,2286.00
2012-02-28,2287.98
2012-02-29,2287.15
2012-03-01,2282.53
2012-03-02,2290.84
2012-03-05,2287.93
2012-03-06,2290.06
2012-03-07,2286.59
2012-03-08,2282.40
2012-03-09,2280.78
2012-03-12,2283.29
2012-03-13,2275.01
2012-03-14,2258.50
2012-03-15,2260.57
2012-03-16,2261.82
2012-03-19,2254.49
2012-03-20,2256.04
2012-03-21,2266.24
2012-03-22,2267.46
2012-03-23,2271.79
2012-03-26,2271.92
2012-03-27,2278.43
2012-03-28,2277.45
2012-03-29,2280.84
2012-03-30,2273.61
2012-03-31,2273.65
2012-04-02,2276.12
2012-04-03,2266.27
2012-04-04,2269.50
2012-04-05,2274.71
2012-04-06,.
2012-04-09,2287.68
2012-04-10,2290.93
2012-04-11,2284.94
2012-04-12,2283.91
2012-04-13,2291.05
2012-04-16,2294.59
2012-04-17,2291.35
2012-04-18,2294.16
2012-04-19,2297.17
2012-04-20,2294.89
2012-04-23,2298.78
2012-04-24,2295.36
2012-04-25,2293.66
2012-04-26,2296.62
2012-04-27,2300.38
2012-04-30,2302.66
2012-05-01,2299.10
2012-05-02,2305.38
2012-05-03,2307.16
2012-05-04,2312.24
2012-05-07,2312.24
2012-05-08,2316.42
2012-05-09,2313.49
2012-05-10,2311.66
2012-05-11,2315.76
2012-05-14,2317.38
2012-05-15,2315.89
2012-05-16,2312.64
2012-05-17,2313.64
2012-05-18,2306.42
2012-05-21,2302.51
2012-05-22,2295.23
2012-05-23,2302.67
2012-05-24,2297.16
2012-05-25,2299.18
2012-05-28,2300.09
2012-05-29,2301.91
2012-05-30,2311.76
2012-05-31,2315.99
2012-06-01,2324.17
2012-06-04,2316.91
2012-06-05,2312.66
2012-06-06,2305.17
2012-06-07,2308.21
2012-06-08,2309.89
2012-06-11,2316.56
2012-06-12,2307.72
2012-06-13,2315.60
2012-06-14,2315.45
2012-06-15,2320.68
2012-06-18,2322.32
2012-06-19,2320.59
2012-06-20,2321.51
2012-06-21,2327.85
2012-06-22,2321.80
2012-06-25,2330.64
2012-06-26,2327.82
2012-06-27,2329.12
2012-06-28,2333.73
2012-06-29,2327.24
2012-06-30,2327.55
2012-07-02,2341.00
2012-07-03,2336.17
2012-07-04,2336.47
2012-07-05,2341.37
2012-07-06,2348.66
2012-07-09,2353.86
2012-07-10,2357.93
2012-07-11,2359.93
2012-07-12,2363.82
2012-07-13,2364.44
2012-07-16,2372.26
2012-07-17,2370.89
2012-07-18,2378.66
2012-07-19,2378.61
2012-07-20,2385.46
2012-07-23,2386.88
2012-07-24,2391.27
2012-07-25,2391.31
2012-07-26,2390.38
2012-07-27,2379.37
2012-07-30,2390.10
2012-07-31,2392.89
2012-08-01,2388.22
2012-08-02,2395.97
2012-08-03,2384.41
2012-08-06,2390.47
2012-08-07,2382.06
2012-08-08,2380.79
2012-08-09,2380.00
2012-08-10,2385.50
2012-08-13,2384.12
2012-08-14,2375.13
2012-08-15,2364.27
2012-08-16,2360.81
2012-08-17,2364.53
2012-08-20,2366.61
2012-08-21,2369.37
2012-08-22,2381.19
2012-08-23,2387.37
2012-08-24,2385.47
2012-08-27,2390.67
2012-08-28,2392.75
2012-08-29,2389.95
2012-08-30,2394.07
2012-08-31,2402.45
2012-09-03,2403.35
2012-09-04,2401.42
2012-09-05,2400.08
2012-09-06,2391.01
2012-09-07,2394.30
2012-09-10,2393.99
2012-09-11,2394.97
2012-09-12,2389.08
2012-09-13,2390.44
2012-09-14,2385.24
2012-09-17,2393.11
2012-09-18,2397.46
2012-09-19,2402.18
2012-09-20,2403.08
2012-09-21,2405.31
2012-09-24,2411.07
2012-09-25,2414.69
2012-09-26,2421.12
2012-09-27,2418.03
2012-09-28,2419.60
2012-09-30,2420.20
2012-10-01,2424.10
2012-10-02,2427.68
2012-10-03,2427.94
2012-10-04,2425.03
2012-10-05,2418.95
2012-10-08,2419.85
2012-10-09,2424.24
2012-10-10,2429.63
2012-10-11,2435.20
2012-10-12,2440.16
2012-10-15,2443.21
2012-10-16,2440.01
2012-10-17,2434.87
2012-10-18,2435.64
2012-10-19,2443.12
2012-10-22,2440.11
2012-10-23,2441.19
2012-10-24,2440.02
2012-10-25,2433.70
2012-10-26,2441.87
2012-10-29,2447.74
2012-10-30,.
2012-10-31,2452.05
2012-11-01,2447.23
2012-11-02,2445.34
2012-11-05,2451.00
2012-11-06,2442.93
2012-11-07,2452.28
2012-11-08,2456.66
2012-11-09,2455.47
2012-11-12,2456.37
2012-11-13,2454.95
2012-11-14,2453.73
2012-11-15,2451.05
2012-11-16,2451.15
2012-11-19,2447.52
2012-11-20,2441.71
2012-11-21,2438.76
2012-11-22,2439.06
2012-11-23,2438.75
2012-11-26,2443.88
2012-11-27,2446.80
2012-11-28,2449.10
2012-11-29,2448.58
2012-11-30,2450.04
2012-12-03,2448.84
2012-12-04,2452.37
2012-12-05,2454.00
2012-12-06,2456.01
2012-12-07,2450.21
2012-12-10,2452.88
2012-12-11,2449.20
2012-12-12,2443.33
2012-12-13,2441.38
2012-12-14,2445.62
2012-12-17,2439.11
2012-12-18,2431.20
2012-12-19,2438.16
2012-12-20,2439.14
2012-12-21,2446.62
2012-12-24,2444.10
2012-12-25,.
2012-12-26,2445.73
2012-12-27,2453.41
2012-12-28,2454.31
2012-12-31,2449.56
2013-01-01,.
2013-01-02,2442.11
2013-01-03,2437.24
2013-01-04,2438.35
2013-01-07,2442.18
2013-01-08,2446.51
2013-01-09,2449.27
2013-01-10,2445.49
2013-01-11,2448.68
2013-01-14,2449.82
2013-01-15,2451.88
2013-01-16,2451.47
2013-01-17,2445.00
2013-01-18,2449.68
2013-01-21,2450.56
2013-01-22,2451.92
2013-01-23,2451.59
2013-01-24,2450.49
2013-01-25,2438.24
2013-01-28,2435.92
2013-01-29,2434.04
2013-01-30,2430.59
2013-01-31,2431.99
2013-02-01,2428.75
2013-02-04,2432.72
2013-02-05,2427.32
2013-02-06,2432.81
2013-02-07,2435.22
2013-02-08,2434.82
2013-02-11,2436.95
2013-02-12,2432.14
2013-02-13,2428.27
2013-02-14,2434.95
2013-02-15,2433.59
2013-02-18,2434.47
2013-02-19,2430.66
2013-02-20,2431.41
2013-02-21,2436.99
2013-02-22,2438.93
2013-02-25,2449.18
2013-02-26,2449.38
2013-02-27,2446.24
2013-02-28,2449.18
2013-03-01,2452.96
2013-03-04,2450.28
2013-03-05,2449.22
2013-03-06,2444.03
2013-03-07,2437.66
2013-03-08,2431.28
2013-03-11,2432.37
2013-03-12,2437.58
2013-03-13,2437.70
2013-03-14,2435.61
2013-03-15,2440.21
2013-03-18,2445.05
2013-03-19,2451.29
2013-03-20,2446.09
2013-03-21,2446.64
2013-03-22,2447.91
2013-03-25,2448.29
2013-03-26,2448.18
2013-03-27,2452.84
2013-03-28,2450.21
2013-03-29,.
2013-03-31,2450.80
2013-04-01,2453.94
2013-04-02,2451.58
2013-04-03,2458.60
2013-04-04,2468.20
2013-04-05,2481.13
2013-04-08,2477.76
2013-04-09,2476.71
2013-04-10,2469.30
2013-04-11,2471.83
2013-04-12,2481.68
2013-04-15,2484.95
2013-04-16,2482.41
2013-04-17,2483.63
2013-04-18,2485.81
2013-04-19,2483.63
2013-04-22,2485.63
2013-04-23,2486.48
2013-04-24,2487.46
2013-04-25,2486.10
2013-04-26,2493.28
2013-04-29,2492.49
2013-04-30,2492.46
2013-05-01,2498.94
2013-05-02,2501.05
2013-05-03,2486.24
2013-05-06,2484.12
2013-05-07,2483.71
2013-05-08,2487.06
2013-05-09,2485.43
2013-05-10,2473.05
2013-05-13,2469.86
2013-05-14,2466.44
2013-05-15,2468.05
2013-05-16,2479.01
2013-05-17,2467.90
2013-05-20,2467.30
2013-05-21,2470.15
2013-05-22,2461.01
2013-05-23,2461.00
2013-05-24,2463.05
2013-05-27,2463.94
2013-05-28,2447.56
2013-05-29,2444.65
2013-05-30,2442.77
2013-05-31,2435.61
2013-06-03,2437.28
2013-06-04,2432.61
2013-06-05,2431.03
2013-06-06,2432.56
2013-06-07,2421.04
2013-06-10,2413.92
2013-06-11,2410.61
2013-06-12,2405.51
2013-06-13,2412.21
2013-06-14,2422.27
2013-06-17,2417.28
2013-06-18,2414.91
2013-06-19,2398.48
2013-06-20,2372.13
2013-06-21,2359.95
2013-06-24,2348.22
2013-06-25,2344.10
2013-06-26,2353.21
2013-06-27,2363.04
2013-06-28,2367.81
2013-06-30,2368.39
2013-07-01,2369.99
2013-07-02,2375.11
2013-07-03,2370.54
2013-07-04,2370.83
2013-07-05,2345.01
2013-07-08,2355.49
2013-07-09,2359.55
2013-07-10,2356.08
2013-07-11,2371.18
2013-07-12,2369.26
2013-07-15,2377.03
2013-07-16,2382.55
2013-07-17,2388.91
2013-07-18,2385.69
2013-07-19,2394.22
2013-07-22,2397.82
2013-07-23,2395.64
2013-07-24,2386.44
2013-07-25,2383.78
2013-07-26,2390.55
2013-07-29,2386.46
2013-07-30,2385.02
2013-07-31,2385.89
2013-08-01,2370.81
2013-08-02,2385.08
2013-08-05,2380.61
2013-08-06,2380.51
2013-08-07,2384.96
2013-08-08,2387.72
2013-08-09,2387.89
2013-08-12,2384.37
2013-08-13,2371.09
2013-08-14,2371.36
2013-08-15,2363.59
2013-08-16,2354.77
2013-08-19,2347.54
2013-08-20,2354.50
2013-08-21,2348.22
2013-08-22,2343.89
2013-08-23,2355.26
2013-08-26,2359.24
2013-08-27,2369.55
2013-08-28,2361.92
2013-08-29,2367.56
2013-08-30,.
2013-09-02,2370.52
2013-09-03,2357.62
2013-09-04,2352.38
2013-09-05,2339.52
2013-09-06,2344.18
2013-09-09,2350.45
2013-09-10,2343.06
2013-09-11,2348.67
2013-09-12,2351.27
2013-09-13,2351.77
2013-09-16,2355.38
2013-09-17,2359.16
2013-09-18,2375.88
2013-09-19,2374.81
2013-09-20,2379.00
2013-09-23,2381.63
2013-09-24,2390.46
2013-09-25,2394.71
2013-09-26,2390.16
2013-09-27,2391.63
2013-09-30,2389.46
2013-10-01,2386.32
2013-10-02,2390.41
2013-10-03,2393.17
2013-10-04,2389.22
2013-10-07,2393.10
2013-10-08,2393.02
2013-10-09,2391.21
2013-10-10,2390.57
2013-10-11,2393.63
2013-10-14,2394.51
2013-10-15,2391.21
2013-10-16,2400.01
2013-10-17,2412.11
2013-10-18,2414.63
2013-10-21,2412.87
2013-10-22,2424.72
2013-10-23,2427.93
2013-10-24,2423.53
2013-10-25,2426.38
2013-10-28,2426.24
2013-10-29,2426.51
2013-10-30,2425.51
2013-10-31,2425.22
2013-11-01,2416.27
2013-11-04,2417.85
2013-11-05,2409.84
2013-11-06,2411.33
2013-11-07,2416.28
2013-11-08,2398.98
2013-11-11,2399.86
2013-11-12,2396.22
2013-11-13,2401.66
2013-11-14,2408.68
2013-11-15,2409.18
2013-11-18,2417.49
2013-11-19,2412.92
2013-11-20,2403.78
2013-11-21,2406.12
2013-11-22,2411.79
2013-11-25,2414.18
2013-11-26,2421.20
2013-11-27,2417.49
2013-11-28,2417.78
2013-11-29,2417.95
2013-11-30,2418.24
2013-12-02,2410.83
2013-12-03,2414.38
2013-12-04,2405.65
2013-12-05,2404.04
2013-12-06,2403.41
2013-12-09,2407.93
2013-12-10,2418.07
2013-12-11,2412.96
2013-12-12,2410.02
2013-12-13,2413.10
2013-12-16,2413.39
2013-12-17,2419.08
2013-12-18,2416.04
2013-12-19,2415.14
2013-12-20,2422.56
2013-12-23,2419.60
2013-12-24,2412.61
2013-12-25,.
2013-12-26,2411.42
2013-12-27,2410.45
2013-12-30,2417.35
2013-12-31,2413.90
2014-01-01,.
2014-01-02,2418.39
2014-01-03,2417.90
2014-01-06,2424.62
2014-01-07,2427.95
2014-01-08,2420.67
2014-01-09,2424.99
2014-01-10,2438.68
2014-01-13,2443.80
2014-01-14,2438.35
2014-01-15,2436.92
2014-01-16,2442.18
2014-01-17,2444.49
2014-01-20,2445.37
2014-01-21,2446.59
2014-01-22,2441.45
2014-01-23,2451.30
2014-01-24,2450.98
2014-01-27,2446.92
2014-01-28,2450.04
2014-01-29,2457.41
2014-01-30,2454.92
2014-01-31,2456.97
2014-02-03,2467.77
2014-02-04,2462.18
2014-02-05,2456.48
2014-02-06,2454.74
2014-02-07,2459.77
2014-02-10,2461.11
2014-02-11,2458.26
2014-02-12,2453.50
2014-02-13,2462.05
2014-02-14,2461.75
2014-02-17,2462.63
2014-02-18,2467.81
2014-02-19,2464.68
2014-02-20,2461.81
2014-02-21,2465.83
2014-02-24,2465.32
2014-02-25,2473.46
2014-02-26,2477.72
2014-02-27,2483.16
2014-02-28,2483.93
2014-03-03,2489.29
2014-03-04,2479.33
2014-03-05,2478.75
2014-03-06,2473.18
2014-03-07,2465.79
2014-03-10,2466.16
2014-03-11,2468.78
2014-03-12,2472.54
2014-03-13,2481.45
2014-03-14,2480.61
2014-03-17,2475.25
2014-03-18,2478.22
2014-03-19,2468.29
2014-03-20,2468.46
2014-03-21,2474.08
2014-03-24,2477.89
2014-03-25,2479.04
2014-03-26,2485.25
2014-03-27,2490.10
2014-03-28,2485.87
2014-03-31,2485.70
2014-04-01,2482.98
2014-04-02,2477.64
2014-04-03,2480.95
2014-04-04,2490.85
2014-04-07,2496.59
2014-04-08,2499.16
2014-04-09,2499.09
2014-04-10,2508.89
2014-04-11,2511.05
2014-04-14,2509.14
2014-04-15,2510.88
2014-04-16,2510.22
2014-04-17,2501.38
2014-04-18,.
2014-04-21,2501.83
2014-04-22,2503.28
2014-04-23,2509.09
2014-04-24,2509.65
2014-04-25,2512.41
2014-04-28,2510.56
2014-04-29,2507.93
2014-04-30,2514.68
2014-05-01,2522.30
2014-05-02,2525.71
2014-05-05,2522.60
2014-05-06,2526.25
2014-05-07,2526.61
2014-05-08,2528.86
2014-05-09,2524.93
2014-05-12,2520.37
2014-05-13,2527.30
2014-05-14,2538.70
2014-05-15,2543.73
2014-05-16,2541.54
2014-05-19,2539.82
2014-05-20,2542.63
2014-05-21,2537.62
2014-05-22,2535.02
2014-05-23,2539.43
2014-05-26,2540.32
2014-05-27,2543.98
2014-05-28,2555.96
2014-05-29,2554.77
2014-05-30,2553.09
2014-05-31,2553.13
2014-06-02,2542.78
2014-06-03,2534.78
2014-06-04,2533.41
2014-06-05,2536.57
2014-06-06,2537.03
2014-06-09,2536.29
2014-06-10,2534.03
2014-06-11,2533.72
2014-06-12,2541.60
2014-06-13,2539.26
2014-06-16,2540.86
2014-06-17,2533.12
2014-06-18,2538.27
2014-06-19,2537.74
2014-06-20,2538.61
2014-06-23,2540.64
2014-06-24,2547.06
2014-06-25,2551.03
2014-06-26,2556.21
2014-06-27,2554.34
2014-06-30,2557.41
2014-07-01,2549.71
2014-07-02,2540.08
2014-07-03,2537.41
2014-07-04,2537.71
2014-07-07,2543.39
2014-07-08,2551.58
2014-07-09,2554.44
2014-07-10,2554.98
2014-07-11,2557.45
2014-07-14,2554.01
2014-07-15,2553.75
2014-07-16,2555.28
2014-07-17,2563.16
2014-07-18,2561.33
2014-07-21,2563.38
2014-07-22,2565.80
2014-07-23,2566.18
2014-07-24,2560.01
2014-07-25,2566.58
2014-07-28,2563.83
2014-07-29,2568.65
2014-07-30,2555.63
2014-07-31,2554.40
2014-08-01,2557.89
2014-08-04,2559.66
2014-08-05,2560.45
2014-08-06,2559.90
2014-08-07,2566.52
2014-08-08,2566.29
2014-08-11,2566.54
2014-08-12,2563.30
2014-08-13,2568.17
2014-08-14,2574.18
2014-08-15,2582.37
2014-08-18,2575.60
2014-08-19,2573.14
2014-08-20,2570.80
2014-08-21,2574.94
2014-08-22,2577.41
2014-08-25,2580.53
2014-08-26,2580.95
2014-08-27,2586.87
2014-08-28,2591.80
2014-08-29,2590.55
2014-08-31,2590.85
2014-09-01,2591.15
2014-09-02,2578.94
2014-09-03,2581.03
2014-09-04,2574.60
2014-09-05,2571.94
2014-09-08,2572.19
2014-09-09,2567.86
2014-09-10,2561.20
2014-09-11,2562.27
2014-09-12,2549.42
2014-09-15,2551.87
2014-09-16,2551.04
2014-09-17,2548.79
2014-09-18,2547.34
2014-09-19,2554.76
2014-09-22,2558.29
2014-09-23,2562.64
2014-09-24,2556.90
2014-09-25,2564.55
2014-09-26,2559.65
2014-09-29,2562.69
2014-09-30,2558.64
2014-10-01,2573.09
2014-10-02,2567.87
2014-10-03,2569.47
2014-10-06,2574.62
2014-10-07,2585.54
2014-10-08,2586.89
2014-10-09,2587.66
2014-10-10,2589.13
2014-10-13,2590.01
2014-10-14,2602.75
2014-10-15,2611.50
2014-10-16,2601.21
2014-10-17,2597.47
2014-10-20,2600.68
2014-10-21,2598.80
2014-10-22,2596.08
2014-10-23,2588.76
2014-10-24,2588.59
2014-10-27,2591.66
2014-10-28,2587.88
2014-10-29,2585.72
2014-10-30,2586.11
2014-10-31,2582.52
2014-11-03,2580.97
2014-11-04,2580.68
2014-11-05,2579.27
2014-11-06,2574.41
2014-11-07,2581.98
2014-11-10,2576.04
2014-11-11,2576.34
2014-11-12,2576.04
2014-11-13,2577.27
2014-11-14,2578.55
2014-11-17,2574.17
2014-11-18,2574.71
2014-11-19,2569.48
2014-11-20,2571.93
2014-11-21,2578.43
2014-11-24,2580.52
2014-11-25,2589.11
2014-11-26,2593.58
2014-11-27,2593.87
2014-11-28,2598.33
2014-11-30,2598.92
2014-12-01,2592.10
2014-12-02,2581.38
2014-12-03,2580.73
2014-12-04,2585.20
2014-12-05,2578.59
2014-12-08,2584.68
2014-12-09,2586.28
2014-12-10,2591.12
2014-12-11,2588.37
2014-12-12,2595.80
2014-12-15,2590.13
2014-12-16,2590.92
2014-12-17,2581.67
2014-12-18,2579.51
2014-12-19,2585.62
2014-12-22,2590.79
2014-12-23,2577.76
2014-12-24,2579.18
2014-12-25,.
2014-12-26,2581.51
2014-12-29,2589.27
2014-12-30,2592.66
2014-12-31,2595.28
2015-01-01,.
2015-01-02,2603.26
2015-01-05,2612.93
2015-01-06,2622.87
2015-01-07,2624.77
2015-01-08,2617.00
2015-01-09,2623.94
2015-01-12,2632.93
2015-01-13,2634.18
2015-01-14,2637.98
2015-01-15,2645.83
2015-01-16,.
2015-01-19,2638.32
2015-01-20,2641.77
2015-01-21,2635.22
2015-01-22,2631.65
2015-01-23,2645.08
2015-01-26,2644.92
2015-01-27,2645.48
2015-01-28,2661.30
2015-01-29,2655.99
2015-01-30,2666.36
2015-01-31,2666.40
2015-02-02,2667.52
2015-02-03,2651.78
2015-02-04,2651.50
2015-02-05,2649.51
2015-02-06,2633.87
2015-02-09,2634.94
2015-02-10,2627.84
2015-02-11,2628.76
2015-02-12,2631.15
2015-02-13,2625.82
2015-02-16,2626.71
2015-02-17,2610.71
2015-02-18,2624.79
2015-02-19,2619.17
2015-02-20,2618.30
2015-02-23,2631.76
2015-02-24,2644.26
2015-02-25,2647.11
2015-02-26,2641.27
2015-02-27,2643.21
2015-02-28,2644.11
2015-03-02,2631.89
2015-03-03,2627.55
2015-03-04,2627.56
2015-03-05,2630.04
2015-03-06,2611.33
2015-03-09,2617.89
2015-03-10,2626.50
2015-03-11,2629.03
2015-03-12,2630.58
2015-03-13,2626.09
2015-03-16,2623.92
2015-03-17,2630.76
2015-03-18,2645.76
2015-03-19,2643.86
2015-03-20,2651.66
2015-03-23,2654.19
2015-03-24,2660.79
2015-03-25,2654.51
2015-03-26,2639.74
2015-03-27,2651.29
2015-03-30,2649.26
2015-03-31,2653.93
2015-04-01,2664.65
2015-04-02,2659.63
2015-04-03,.
2015-04-06,2659.52
2015-04-07,2664.91
2015-04-08,2667.26
2015-04-09,2656.92
2015-04-10,2658.48
2015-04-13,2661.71
2015-04-14,2667.29
2015-04-15,2667.90
2015-04-16,2670.42
2015-04-17,2675.25
2015-04-20,2667.18
2015-04-21,2665.02
2015-04-22,2656.12
2015-04-23,2659.69
2015-04-24,2664.27
2015-04-27,2664.86
2015-04-28,2655.14
2015-04-29,2642.84
2015-04-30,2639.76
2015-05-01,2628.02
2015-05-04,2625.14
2015-05-05,2618.60
2015-05-06,2608.88
2015-05-07,2617.04
2015-05-08,2622.32
2015-05-11,2604.85
2015-05-12,2605.60
2015-05-13,2602.38
2015-05-14,2607.29
2015-05-15,2623.81
2015-05-18,2611.09
2015-05-19,2605.39
2015-05-20,2604.82
2015-05-21,2613.75
2015-05-22,2608.19
2015-05-25,.
2015-05-26,2622.19
2015-05-27,2622.92
2015-05-28,2621.99
2015-05-29,2626.12
2015-05-31,2626.42
2015-06-01,2609.65
2015-06-02,2598.43
2015-06-03,2585.69
2015-06-04,2594.65
2015-06-05,2581.25
2015-06-08,2584.69
2015-06-09,2576.74
2015-06-10,2567.41
2015-06-11,2581.76
2015-06-12,2581.67
2015-06-15,2583.55
2015-06-16,2587.95
2015-06-17,2588.64
2015-06-18,2580.68
2015-06-19,2592.89
2015-06-22,2579.92
2015-06-23,2573.11
2015-06-24,2579.69
2015-06-25,2577.03
2015-06-26,2564.75
2015-06-29,2584.63
2015-06-30,2583.36
2015-07-01,2572.06
2015-07-02,2576.49
2015-07-03,2576.78
2015-07-06,2594.32
2015-07-07,2600.03
2015-07-08,2602.72
2015-07-09,2587.21
2015-07-10,2570.22
2015-07-13,2570.33
2015-07-14,2573.32
2015-07-15,2580.35
2015-07-16,2580.83
2015-07-17,2583.52
2015-07-20,2579.05
2015-07-21,2583.21
2015-07-22,2585.61
2015-07-23,2592.16
2015-07-24,2590.83
2015-07-27,2594.85
2015-07-28,2590.80
2015-07-29,2587.90
2015-07-30,2590.68
2015-07-31,2597.28
2015-08-03,2606.19
2015-08-04,2597.33
2015-08-05,2588.53
2015-08-06,2592.05
2015-08-07,2600.55
2015-08-10,2589.84
2015-08-11,2603.71
2015-08-12,2600.44
2015-08-13,2591.62
2015-08-14,2591.42
2015-08-17,2598.83
2015-08-18,2590.45
2015-08-19,2597.29
2015-08-20,2602.79
2015-08-21,2604.08
2015-08-24,2605.10
2015-08-25,2584.17
2015-08-26,2575.68
2015-08-27,2582.36
2015-08-28,2582.36
2015-08-31,2579.86
2015-09-01,2582.51
2015-09-02,2579.22
2015-09-03,2585.04
2015-09-04,2592.99
2015-09-07,2593.88
2015-09-08,2584.83
2015-09-09,2589.73
2015-09-10,2584.07
2015-09-11,2589.88
2015-09-14,2590.41
2015-09-15,2574.03
2015-09-16,2571.92
2015-09-17,2586.18
2015-09-18,2600.97
2015-09-21,2587.89
2015-09-22,2600.17
2015-09-23,2597.47
2015-09-24,2598.15
2015-09-25,2589.95
2015-09-28,2596.21
2015-09-29,2596.22
2015-09-30,2593.38
2015-10-01,2594.44
2015-10-02,2601.81
2015-10-05,2595.12
2015-10-06,2601.96
2015-10-07,2603.30
2015-10-08,2596.51
2015-10-09,2600.62
2015-10-12,2601.50
2015-10-13,2608.64
2015-10-14,2617.95
2015-10-15,2612.82
2015-10-16,2614.28
2015-10-19,2614.08
2015-10-20,2609.09
2015-10-21,2617.11
2015-10-22,2620.62
2015-10-23,2615.58
2015-10-26,2622.04
2015-10-27,2624.81
2015-10-28,2617.00
2015-10-29,2603.75
2015-10-30,2607.24
2015-10-31,2607.28
2015-11-02,2603.82
2015-11-03,2599.20
2015-11-04,2599.43
2015-11-05,2597.91
2015-11-06,2585.51
2015-11-09,2584.31
2015-11-10,2587.33
2015-11-11,2587.63
2015-11-12,2586.04
2015-11-13,2589.70
2015-11-16,2590.02
2015-11-17,2593.50
2015-11-18,2592.80
2015-11-19,2597.59
2015-11-20,2595.50
2015-11-23,2597.71
2015-11-24,2598.13
2015-11-25,2599.05
2015-11-26,2599.35
2015-11-27,2599.93
2015-11-30,2601.44
2015-12-01,2611.72
2015-12-02,2610.04
2015-12-03,2586.25
2015-12-04,2595.15
2015-12-07,2602.71
2015-12-08,2596.17
2015-12-09,2600.02
2015-12-10,2594.24
2015-12-11,2603.76
2015-12-14,2585.00
2015-12-15,2580.34
2015-12-16,2577.97
2015-12-17,2585.45
2015-12-18,2588.76
2015-12-21,2587.79
2015-12-22,2582.05
2015-12-23,2578.76
2015-12-24,2582.89
2015-12-25,.
2015-12-28,2586.67
2015-12-29,2574.38
2015-12-30,2575.44
2015-12-31,2578.89
2016-01-01,.
2016-01-04,2584.21
2016-01-05,2583.19
2016-01-06,2593.90
2016-01-07,2595.27
2016-01-08,2596.82
2016-01-11,2591.85
2016-01-12,2598.47
2016-01-13,2604.26
2016-01-14,2591.21
2016-01-15,2593.50
2016-01-18,2594.39
2016-01-19,2591.71
2016-01-20,2587.70
2016-01-21,2582.65
2016-01-22,2581.09
2016-01-25,2583.18
2016-01-26,2585.35
2016-01-27,2583.46
2016-01-28,2583.53
2016-01-29,2589.90
2016-01-31,2590.20
2016-02-01,2583.20
2016-02-02,2595.03
2016-02-03,2589.13
2016-02-04,2591.98
2016-02-05,2593.60
2016-02-08,2605.03
